text,category,sentiment
中山公园站施工声音太吵，请尽快处理,Noise,negative
陆家嘴站人多到挤不上车，影响通勤体验,Crowding,negative
豫园站有异味，环境太差，请尽快处理,Cleanliness,negative
宜山路站今天人流顺畅 today,Crowding,positive
四平路站早高峰太挤了,Crowding,negative
徐家汇站今天客流正常,Other,neutral
Jing'an Temple elevator is broken and not accessible,Accessibility,negative
South Shanghai Railway had a serious delay this morning，影响通勤体验,Delay,negative
Jing'an Temple was not crowded today today,Crowding,positive
Xujiahui feels dirty today today,Cleanliness,negative
Zhongshan Park feels dirty today，请尽快处理,Cleanliness,negative
Dashijie feels unsafe at the platform，请尽快处理,Safety,negative
常熟路站地面有垃圾，卫生不好 for commuters,Cleanliness,negative
Zhenping Rd feels safe and well managed,Safety,positive
上海南站站今天人流顺畅，影响通勤体验,Crowding,positive
Hailun Rd feels dirty today for commuters,Cleanliness,negative
Nanjing W. Rd feels safe and well managed，请尽快处理,Safety,positive
中山公园站人多到挤不上车 during rush hour,Crowding,negative
South Shanghai Railway has convenient accessibility，影响通勤体验,Accessibility,positive
宜山路站早高峰太挤了，请尽快处理,Crowding,negative
龙阳路站无障碍通道不好找,Accessibility,negative
南京西路站广播太响，噪音很大,Noise,negative
Hailun Rd had a serious delay this morning，请尽快处理,Delay,negative
东方体育中心站早高峰太挤了 today,Crowding,negative
Hailun Rd elevator is broken and not accessible,Accessibility,negative
江苏路站扶梯口推搡很危险 for commuters,Safety,negative
世纪大道站早高峰太挤了 today,Crowding,negative
Jiangsu Rd feels unsafe at the platform，影响通勤体验,Safety,negative
Shaanxi S. Rd was not crowded today during rush hour,Crowding,positive
大世界站早高峰太挤了 today,Crowding,negative
宜山路站无障碍通道不好找，请尽快处理,Accessibility,negative
Hongqiao Railway Stn had a serious delay this morning during rush hour,Delay,negative
Changshu Rd feels safe and well managed，请尽快处理,Safety,positive
常熟路站等了很久还是没有车,Delay,negative
Shanghai Railway Stn is packed during rush hour for commuters,Crowding,negative
Xinzhuang feels unsafe at the platform，影响通勤体验,Safety,negative
Hanzhong Rd was on time today today,Delay,positive
Hongqiao Railway Stn is too noisy today，影响通勤体验,Noise,negative
镇坪路站电梯方便，无障碍体验很好，影响通勤体验,Accessibility,positive
South Shanghai Railway was quiet today,Noise,positive
Zhenping Rd feels dirty today，请尽快处理,Cleanliness,negative
老西门站今天客流正常 for commuters,Other,neutral
四平路站施工声音太吵,Noise,negative
中山公园站今天很准时 today,Delay,positive
Shaanxi S. Rd is clean and comfortable for commuters,Cleanliness,positive
Hongqiao Railway Stn has normal passenger flow today during rush hour,Other,neutral
大世界站人流组织不好，存在安全问题 for commuters,Safety,negative
宜山路站今天很准时，影响通勤体验,Delay,positive
Yishan Rd is too noisy today，影响通勤体验,Noise,negative
陕西南路站地面有垃圾，卫生不好，请尽快处理,Cleanliness,negative
浦东机场站今天很准时，请尽快处理,Delay,positive
Oriental Sports Ctr elevator is broken and not accessible today,Accessibility,negative
曹杨路站施工声音太吵,Noise,negative
中山公园站今天客流正常 during rush hour,Other,neutral
Xujiahui feels unsafe at the platform for commuters,Safety,negative
Century Avenue was quiet today for commuters,Noise,positive
虹桥火车站站今天很准时 for commuters,Delay,positive
镇坪路站无障碍通道不好找 today,Accessibility,negative
龙阳路站广播太响，噪音很大 during rush hour,Noise,negative
东方体育中心站地面有垃圾，卫生不好，请尽快处理,Cleanliness,negative
海伦路站电梯方便，无障碍体验很好，请尽快处理,Accessibility,positive
Hongkou Stadium is clean and comfortable during rush hour,Cleanliness,positive
静安寺站施工声音太吵，请尽快处理,Noise,negative
徐家汇站人流组织不好，存在安全问题,Safety,negative
Century Avenue is clean and comfortable，影响通勤体验,Cleanliness,positive
South Shanghai Railway feels safe and well managed,Safety,positive
常熟路站今天很安静，影响通勤体验,Noise,positive
虹桥火车站站扶梯口推搡很危险，影响通勤体验,Safety,negative
宜山路站有一些乘客排队，影响通勤体验,Other,neutral
海伦路站无障碍通道不好找,Accessibility,negative
Jing'an Temple is too noisy today，影响通勤体验,Noise,negative
Jiangsu Rd has convenient accessibility，影响通勤体验,Accessibility,positive
徐家汇站无障碍通道不好找 today,Accessibility,negative
陕西南路站电梯方便，无障碍体验很好，影响通勤体验,Accessibility,positive
中山公园站无障碍通道不好找,Accessibility,negative
江苏路站地面有垃圾，卫生不好 during rush hour,Cleanliness,negative
陆家嘴站今天晚点太严重了 for commuters,Delay,negative
龙阳路站施工声音太吵 during rush hour,Noise,negative
Zhongshan Park had a serious delay this morning，影响通勤体验,Delay,negative
大世界站无障碍通道不好找 today,Accessibility,negative
Nanjing W. Rd had a serious delay this morning today,Delay,negative
People's Square is clean and comfortable for commuters,Cleanliness,positive
浦东机场站无障碍通道不好找 today,Accessibility,negative
静安寺站扶梯口推搡很危险 for commuters,Safety,negative
南京东路站有一些乘客排队，影响通勤体验,Other,neutral
汉中路站很干净 during rush hour,Cleanliness,positive
Caoyang Rd is clean and comfortable，请尽快处理,Cleanliness,positive
Yu Garden elevator is broken and not accessible，影响通勤体验,Accessibility,negative
镇坪路站秩序很好，很安全,Safety,positive
曹杨路站无障碍通道不好找,Accessibility,negative
Zhenping Rd had a serious delay this morning，影响通勤体验,Delay,negative
世纪大道站今天很准时 today,Delay,positive
Zhongshan Park was quiet today today,Noise,positive
镇坪路站电梯坏了，很不方便，请尽快处理,Accessibility,negative
南京东路站有异味，环境太差，影响通勤体验,Cleanliness,negative
世纪大道站今天晚点太严重了,Delay,negative
服务记录已更新,Other,neutral
南京东路站很干净，请尽快处理,Cleanliness,positive
龙阳路站有异味，环境太差 today,Cleanliness,negative
Jiangsu Rd had a serious delay this morning，请尽快处理,Delay,negative
虹口足球场站今天客流正常，影响通勤体验,Other,neutral
南京西路站人流组织不好，存在安全问题,Safety,negative
镇坪路站扶梯口推搡很危险 for commuters,Safety,negative
海伦路站今天很准时,Delay,positive
豫园站今天人流顺畅 during rush hour,Crowding,positive
虹桥火车站站电梯坏了，很不方便，影响通勤体验,Accessibility,negative
Hanzhong Rd feels dirty today,Cleanliness,negative
中山公园站地面有垃圾，卫生不好，请尽快处理,Cleanliness,negative
陆家嘴站扶梯口推搡很危险,Safety,negative
上海火车站站有异味，环境太差，影响通勤体验,Cleanliness,negative
虹口足球场站电梯方便，无障碍体验很好,Accessibility,positive
南京西路站电梯方便，无障碍体验很好 today,Accessibility,positive
上海南站站有一些乘客排队，影响通勤体验,Other,neutral
大世界站很干净 for commuters,Cleanliness,positive
龙阳路站电梯方便，无障碍体验很好 for commuters,Accessibility,positive
Zhenping Rd has normal passenger flow today,Other,neutral
龙阳路站等了很久还是没有车 for commuters,Delay,negative
莘庄站有异味，环境太差,Cleanliness,negative
豫园站早高峰太挤了,Crowding,negative
Zhongshan Park is clean and comfortable，请尽快处理,Cleanliness,positive
Hanzhong Rd feels safe and well managed today,Safety,positive
龙阳路站今天客流正常 for commuters,Other,neutral
世纪大道站今天很准时 for commuters,Delay,positive
汉中路站电梯方便，无障碍体验很好 during rush hour,Accessibility,positive
上海火车站站地面有垃圾，卫生不好,Cleanliness,negative
general commuter feedback,Other,neutral
汉中路站无障碍通道不好找 during rush hour,Accessibility,negative
乘客反馈已经收到,Other,neutral
海伦路站施工声音太吵，影响通勤体验,Noise,negative
Shaanxi S. Rd feels dirty today，请尽快处理,Cleanliness,negative
大世界站秩序很好，很安全，请尽快处理,Safety,positive
Xinzhuang was on time today during rush hour,Delay,positive
Hanzhong Rd had a serious delay this morning today,Delay,negative
Caoyang Rd was quiet today for commuters,Noise,positive
Hongqiao Railway Stn is clean and comfortable,Cleanliness,positive
浦东机场站扶梯口推搡很危险，影响通勤体验,Safety,negative
Shaanxi S. Rd was quiet today，影响通勤体验,Noise,positive
浦东机场站今天晚点太严重了，请尽快处理,Delay,negative
宜山路站扶梯口推搡很危险，请尽快处理,Safety,negative
Hanzhong Rd elevator is broken and not accessible,Accessibility,negative
Lujiazui elevator is broken and not accessible，影响通勤体验,Accessibility,negative
汉中路站秩序很好，很安全 during rush hour,Safety,positive
人民广场站有一些乘客排队,Other,neutral
Dashijie feels safe and well managed today,Safety,positive
豫园站今天很准时,Delay,positive
虹口足球场站地面有垃圾，卫生不好，请尽快处理,Cleanliness,negative
Lujiazui was on time today during rush hour,Delay,positive
老西门站有异味，环境太差，影响通勤体验,Cleanliness,negative
虹桥火车站站施工声音太吵，请尽快处理,Noise,negative
Dashijie has normal passenger flow today，影响通勤体验,Other,neutral
常熟路站早高峰太挤了 for commuters,Crowding,negative
Changshu Rd had a serious delay this morning for commuters,Delay,negative
Century Avenue is packed during rush hour，影响通勤体验,Crowding,negative
南京东路站施工声音太吵 during rush hour,Noise,negative
常熟路站今天晚点太严重了，请尽快处理,Delay,negative
general commuter feedback,Other,neutral
Shanghai Railway Stn was on time today for commuters,Delay,positive
陕西南路站人流组织不好，存在安全问题 during rush hour,Safety,negative
